Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
PHAF1	"C16orf6, C16orf70, FLJ12076, lin-10, LIN10"	ENSG00000125149	"Phagosome assembly factor 1"	Q9BSU1	16	67109941-67148544	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 55.9"	"Cell type enhanced"	"Detected in many"		"Hepatocytes: 41.5;Oligodendrocytes: 38.7"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA041131, HPA041214"	Approved		Approved	"Nucleoli fibrillar center,Nuclear speckles,Cytosol"			No	No			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 30: White matter - Myelination"	"Cluster 68: Non-specific - Cell cycle regulation"	"Cluster 37: Glandular & Luminal cells - Unknown function"	13	"Nuclear speckles"	"Nucleoli fibrillar center, Cytosol"	"HPA041131: AB_10795487, HPA041214: AB_10794267"	"unprognostic (8.22e-2)"	"unprognostic (2.41e-2)"	"unprognostic (2.82e-2)"	"unprognostic (4.82e-2)"	"unprognostic (1.78e-1)"	"unprognostic (1.30e-1)"	"unprognostic (2.44e-1)"	"unprognostic (1.30e-2)"	"unprognostic (1.86e-1)"	"unprognostic (1.62e-1)"	"unprognostic (1.07e-3)"	"unprognostic (1.60e-1)"	"unprognostic (9.47e-3)"	"unprognostic (1.56e-1)"	"unprognostic (3.83e-2)"	"unprognostic (1.22e-1)"	"unprognostic (1.07e-2)"	"unprognostic (3.07e-2)"	"unprognostic (3.10e-2)"	"unprognostic (8.94e-2)"	"unprognostic (6.17e-2)"	"unprognostic (5.71e-4)"	"unprognostic (3.91e-2)"	"unprognostic (6.45e-2)"	"unprognostic (4.60e-1)"	"unprognostic (2.11e-1)"	"unprognostic (1.50e-1)"	"unprognostic (1.64e-1)"	"unprognostic (4.02e-1)"	"unprognostic (9.95e-2)"	"unprognostic (2.07e-1)"
PHF7	"HSPC226, NYD-SP6"	ENSG00000010318	"PHD finger protein 7"	Q9BWX1	3	52410660-52423641	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	214	"testis: 1181.3"	"Group enriched"	"Detected in many"	4	"Early spermatids: 2209.2;Late spermatids: 8462.1"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Testicular Germ Cell Tumor (TCGA): 9.7"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in some"			"HPA036283, HPA070305"	Enhanced		Supported	"Nucleoplasm,Nuclear speckles,Golgi apparatus"			NA	NA			"Cluster 14: Non-specific - Unknown function"	"Cluster 10: Testis - Spermatid development"	"Cluster 37: Neurons - Mixed function"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 63: Late spermatids - Spermatogenesis"	5	"Nucleoplasm, Nuclear speckles"	"Golgi apparatus"	"HPA036283: AB_10795026, HPA070305: AB_2686248"	"unprognostic (1.91e-1)"	"unprognostic (4.53e-4)"	"unprognostic (1.34e-1)"	"unprognostic (1.00e-1)"	"unprognostic (1.32e-1)"	"unprognostic (9.01e-2)"	"unprognostic (1.13e-2)"	"unprognostic (1.19e-1)"	"unprognostic (1.68e-3)"	"unprognostic (1.06e-1)"	"unprognostic (2.01e-2)"	"unprognostic (5.43e-2)"	"unprognostic (1.65e-5)"	"unprognostic (5.86e-2)"	"unprognostic (1.71e-1)"	"unprognostic (1.27e-1)"	"unprognostic (4.77e-2)"		"unprognostic (1.06e-1)"		"unprognostic (2.56e-1)"	"unprognostic (2.03e-3)"	"unprognostic (2.15e-1)"	"unprognostic (3.35e-3)"	"unprognostic (3.40e-1)"	"unprognostic (2.26e-1)"	"unprognostic (5.29e-3)"	"unprognostic (2.59e-1)"	"unprognostic (1.48e-1)"	"unprognostic (4.80e-2)"	"unprognostic (1.12e-1)"
PHLDB3	FLJ40193	ENSG00000176531	"Pleckstrin homology like domain family B member 3"	Q6NSJ2	19	43474954-43504935	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 40.8;skin 1: 42.1"	"Cell type enhanced"	"Detected in many"		"Langerhans cells: 41.0;Squamous epithelial cells: 38.7;Suprabasal keratinocytes: 38.5;Syncytiotrophoblasts: 62.1"	"Cell type enhanced"	"Detected in all"		"pericyte: 87.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Minor Salivary Gland - Minor salivary gland basal cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA043425	Approved		Approved	"Nuclear speckles,Plasma membrane,Cytosol"			NA	NA			"Cluster 13: Non-specific - Mitochondria"	"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"	6	"Nuclear speckles"	"Plasma membrane, Cytosol"	"HPA043425: AB_10797142"	"unprognostic (1.75e-1)"	"unprognostic (3.49e-2)"	"unprognostic (4.45e-2)"	"unprognostic (8.27e-2)"	"unprognostic (1.12e-1)"	"unprognostic (2.33e-3)"	"unprognostic (2.04e-2)"		"unprognostic (2.23e-1)"	"unprognostic (1.48e-1)"	"unprognostic (1.61e-4)"	"unprognostic (8.92e-4)"	"unprognostic (3.15e-2)"	"unprognostic (2.10e-1)"	"unprognostic (1.33e-1)"	"unprognostic (1.50e-2)"	"unprognostic (9.66e-2)"	"unprognostic (2.01e-1)"	"unprognostic (3.69e-2)"	"unprognostic (4.36e-3)"	"unprognostic (6.67e-2)"	"unprognostic (1.93e-4)"	"unprognostic (5.94e-2)"	"unprognostic (2.32e-2)"	"unprognostic (1.45e-1)"	"unprognostic (1.84e-1)"	"unprognostic (9.15e-2)"	"unprognostic (1.85e-2)"	"unprognostic (2.82e-1)"	"unprognostic (1.91e-1)"	"unprognostic (3.78e-1)"
PHYHD1	MGC16638	ENSG00000175287	"Phytanoyl-CoA dioxygenase domain containing 1"	Q5SRE7	9	128920966-128942041	"Predicted intracellular proteins"		"Dioxygenase, Oxidoreductase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Distal tubular cells: 98.3;Muller glia cells: 132.6;Proximal tubular cells: 152.3"	"Cell type enhanced"	"Detected in many"		"astrocyte: 88.8;bergmann glia: 83.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in many"	4	"plasmacytoid DC: 13.0"	"Lineage enriched"	"Detected in many"	4	"dendritic cells: 13.0"	"Low cancer specificity"	"Detected in many"			"Breast - Breast glandular cells, Spleen - Fibroblast_2"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA012115			Approved	"Nuclear speckles"			NA	NA		14000	"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 68: Non-specific - Protein processing"	"Cluster 44: Non-specific - Mixed function"	"Cluster 35: RS4;11 - Unknown function"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	3	"Nuclear speckles"		"HPA012115: AB_1859448"	"unprognostic (1.19e-3)"	"unprognostic (1.61e-2)"	"unprognostic (7.84e-2)"	"unprognostic (4.09e-1)"	"unprognostic (1.63e-1)"	"unprognostic (3.01e-2)"	"unprognostic (1.48e-1)"	"unprognostic (5.63e-2)"	"unprognostic (1.66e-2)"	"unprognostic (1.37e-1)"	"unprognostic (1.20e-1)"	"unprognostic (1.14e-2)"	"unprognostic (5.90e-9)"	"unprognostic (3.39e-2)"	"unprognostic (2.55e-3)"	"unprognostic (3.39e-2)"	"unprognostic (7.42e-2)"	"unprognostic (1.58e-1)"	"unprognostic (1.75e-2)"	"unprognostic (2.59e-1)"	"unprognostic (1.28e-1)"	"unprognostic (1.22e-2)"	"unprognostic (2.03e-1)"	"unprognostic (9.10e-3)"	"unprognostic (4.78e-2)"	"unprognostic (1.84e-2)"	"unprognostic (1.19e-1)"	"unprognostic (8.21e-3)"	"unprognostic (8.50e-2)"	"unprognostic (7.71e-2)"	"unprognostic (2.20e-3)"
PINX1	"FLJ20565, Gno1, LPTL, LPTS, MGC8850, Pxr1"	ENSG00000258724	"PIN2 (TERF1) interacting telomerase inhibitor 1"		8	10725399-10839847	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Tissue enhanced"	"Detected in some"		"cervix: 2.8;vagina: 5.4"	"Group enriched"	"Detected in some"	167	"Astrocytes: 11.8;Excitatory neurons: 24.1;Inhibitory neurons: 21.4;Microglial cells: 12.5;Oligodendrocyte precursor cells: 16.5;Oligodendrocytes: 14.3"	"Low cell type specificity"	"Detected in all"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"cervical cancer: 2.0;Gallbladder cancer: 2.0"										HPA009065	Uncertain		Approved	"Nuclear speckles,Golgi apparatus"			NA	NA				"Cluster 75: Epithelium - Extracellular exosomes"		"Cluster 1: Neuronal - Visual perception"	"Cluster 8: Neurons - Neuronal signaling"	14	"Nuclear speckles"	"Golgi apparatus"	"HPA009065: AB_1857390"			"unprognostic (2.38e-1)"												"unprognostic (5.42e-2)"																
PLA2G6	"iPLA2, iPLA2beta, NBIA2, PARK14, PNPLA9"	ENSG00000184381	"Phospholipase A2 group VI"	O60733	22	38111495-38214778	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins"	"Chemotaxis, Lipid metabolism, Phospholipid metabolism"	"Calmodulin-binding, Hydrolase"	"Disease variant, Dystonia, Neurodegeneration, Parkinson disease, Parkinsonism"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Early spermatids: 34.5;Spermatocytes: 35.7"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"NK-cell: 3.8"	"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in all"		"Leukemia: 27.8"	"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA000825, HPA001171"	Approved		Supported	"Nuclear speckles,Plasma membrane,Microtubules"			NA	NA			"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 78: Testis - Transcription"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 70: Spermatocytes & Spermatids - Spermatid development"	9	"Plasma membrane"	"Nuclear speckles, Microtubules"	"HPA000825: , HPA001171: AB_1079145"	"unprognostic (7.49e-2)"	"unprognostic (6.16e-2)"	"unprognostic (4.84e-2)"	"unprognostic (1.73e-3)"	"unprognostic (1.18e-1)"	"unprognostic (9.36e-2)"	"unprognostic (1.02e-1)"	"unprognostic (1.10e-1)"	"unprognostic (5.43e-3)"	"unprognostic (2.28e-2)"	"unprognostic (8.88e-5)"	"unprognostic (7.81e-2)"	"unprognostic (7.14e-2)"	"unprognostic (1.54e-2)"	"unprognostic (1.31e-1)"	"unprognostic (1.55e-1)"	"unprognostic (3.91e-1)"	"unprognostic (1.20e-1)"	"unprognostic (4.41e-3)"	"unprognostic (2.08e-1)"	"unprognostic (9.75e-3)"	"unprognostic (9.82e-4)"	"unprognostic (2.82e-2)"	"unprognostic (2.55e-1)"	"unprognostic (7.94e-3)"	"unprognostic (5.80e-5)"	"unprognostic (8.51e-2)"	"unprognostic (8.98e-2)"	"unprognostic (1.12e-1)"	"unprognostic (1.28e-1)"	"unprognostic (4.39e-2)"
PLAG1	ZNF912	ENSG00000181690	"PLAG1 zinc finger"	Q6DJT9	8	56160909-56211324	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	"Cancer-related genes, Dwarfism, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"retina: 7.5"	"Cell type enhanced"	"Detected in many"		"Melanocytes: 30.9;Microglial cells: 26.8;Rod photoreceptor cells: 29.5"	"Cell type enhanced"	"Detected in all"		"central nervous system macrophage: 142.6"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Heart muscle - Cardiomyocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA072290			Supported	"Nucleoplasm,Nuclear speckles,Centrosome,Cytosol"			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 64: Neuronal - Transcription"	"Cluster 26: Oligodendrocytes - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 55: Non-specific - Transcription"	1	"Nucleoplasm, Nuclear speckles"	"Centrosome, Cytosol"	"HPA072290: AB_2686508"	"unprognostic (1.54e-1)"		"unprognostic (8.65e-2)"			"unprognostic (7.18e-3)"			"unprognostic (1.26e-1)"	"unprognostic (8.77e-3)"			"unprognostic (1.69e-1)"			"unprognostic (1.23e-1)"	"unprognostic (2.68e-1)"	"unprognostic (1.61e-1)"	"unprognostic (1.30e-1)"	"unprognostic (3.92e-2)"	"unprognostic (4.58e-2)"		"unprognostic (5.00e-4)"			"unprognostic (1.83e-1)"	"unprognostic (4.02e-3)"	"unprognostic (3.76e-2)"	"unprognostic (3.18e-1)"	"unprognostic (1.74e-2)"	
PLRG1	"Cwc1, PRL1, Prp46, PRPF46, TANGO4"	ENSG00000171566	"Pleiotropic regulator 1"	O43660	4	154535005-154550400	"Plasma proteins, Predicted intracellular proteins"	"mRNA processing, mRNA splicing"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatogonia"	"Low region specificity"	"Detected in all"							"HPA035931, HPA035932, HPA061486"	Supported		Supported	"Nucleoplasm,Nuclear membrane,Nucleoli fibrillar center,Nuclear speckles"			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 35: Non-specific - Mitochondria"	"Cluster 21: Non-specific - Metabolism"	"Cluster 13: Non-specific - Mixed function"	"Cluster 35: Respiratory epithelial cells - Unknown function"	65	"Nucleoplasm, Nuclear speckles"	"Nuclear membrane, Nucleoli fibrillar center"	"HPA035931: AB_2674868, HPA035932: AB_10673224, HPA061486: AB_2684536"	"unprognostic (9.95e-2)"	"unprognostic (1.76e-2)"	"unprognostic (7.53e-2)"	"unprognostic (7.63e-2)"	"unprognostic (6.77e-3)"	"unprognostic (8.22e-2)"	"unprognostic (1.91e-1)"	"unprognostic (5.22e-2)"	"unprognostic (2.78e-2)"	"unprognostic (1.13e-3)"	"unprognostic (3.25e-12)"	"unprognostic (1.11e-4)"	"unprognostic (1.55e-1)"	"unprognostic (6.32e-3)"	"unprognostic (2.73e-1)"	"unprognostic (1.68e-2)"	"unprognostic (3.24e-3)"	"unprognostic (5.37e-1)"	"unprognostic (8.51e-2)"	"unprognostic (1.69e-2)"	"unprognostic (1.24e-2)"	"unprognostic (3.39e-3)"	"unprognostic (8.68e-2)"	"unprognostic (1.31e-2)"	"unprognostic (4.15e-2)"	"unprognostic (1.43e-4)"	"unprognostic (2.15e-3)"	"unprognostic (7.06e-2)"	"unprognostic (1.29e-1)"	"unprognostic (1.31e-1)"	"unprognostic (4.80e-2)"
PNISR	"bA98I9.2, C6orf111, DKFZp564B0769, FLJ14752, SFRS18, SRrp130"	ENSG00000132424	"PNN interacting serine and arginine rich protein"	Q8TF01	6	99397629-99425331	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA038796, HPA075076"	Approved		Supported	"Nuclear speckles,Plasma membrane,Cytosol"			NA	NA			"Cluster 20: Non-specific - DNA binding"	"Cluster 64: Neuronal - Transcription"	"Cluster 4: Non-specific - mRNA splicing & Cell cycle"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 55: Non-specific - Transcription"	2	"Nuclear speckles"	"Plasma membrane, Cytosol"	"HPA038796: AB_10672652, HPA075076: "	"unprognostic (3.95e-4)"	"unprognostic (4.11e-2)"		"unprognostic (3.76e-2)"	"unprognostic (1.50e-2)"	"unprognostic (2.56e-4)"	"unprognostic (1.34e-2)"	"unprognostic (5.92e-2)"	"unprognostic (2.46e-2)"	"unprognostic (1.29e-2)"	"unprognostic (5.38e-2)"	"unprognostic (3.30e-2)"	"unprognostic (2.33e-1)"	"unprognostic (1.15e-2)"	"unprognostic (2.93e-1)"	"unprognostic (1.47e-2)"	"unprognostic (6.54e-2)"	"unprognostic (6.32e-2)"	"unprognostic (6.96e-3)"	"unprognostic (1.05e-1)"	"unprognostic (2.90e-2)"	"unprognostic (1.78e-3)"	"unprognostic (3.63e-3)"	"unprognostic (9.47e-3)"	"unprognostic (1.85e-3)"	"unprognostic (7.22e-4)"	"unprognostic (1.97e-2)"	"unprognostic (1.59e-1)"	"unprognostic (2.61e-1)"	"unprognostic (2.17e-1)"	"unprognostic (2.09e-2)"
PNN	memA	ENSG00000100941	"Pinin, desmosome associated protein"	Q9H307	14	39175183-39183220	"Predicted intracellular proteins, Transporters"	"mRNA processing, mRNA splicing, Transcription, Transcription regulation"	"Activator, DNA-binding"	"Tumor suppressor"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA001378	Supported		Supported	"Nuclear speckles"			NA	NA		6200	"Cluster 24: Non-specific - Transcription"	"Cluster 40: Non-specific - Transcription"	"Cluster 6: Non-specific - Immune response"	"Cluster 30: Non-specific - Gene expression regulation"	"Cluster 39: Non-specific - Basic cellular processes"	105	"Nuclear speckles"		"HPA001378: AB_1079648"	"unprognostic (1.30e-1)"	"unprognostic (2.65e-1)"	"unprognostic (1.46e-1)"	"unprognostic (1.56e-2)"	"unprognostic (1.03e-2)"	"unprognostic (3.06e-1)"	"unprognostic (6.30e-3)"	"unprognostic (8.39e-3)"	"unprognostic (1.21e-1)"	"unprognostic (1.15e-3)"	"unprognostic (2.01e-1)"	"unprognostic (2.26e-2)"	"unprognostic (2.85e-1)"	"unprognostic (1.70e-3)"	"unprognostic (7.85e-2)"	"unprognostic (5.01e-2)"	"unprognostic (3.15e-3)"	"unprognostic (9.19e-3)"	"unprognostic (3.33e-2)"	"unprognostic (2.32e-1)"	"unprognostic (3.54e-2)"	"unprognostic (2.98e-2)"	"unprognostic (3.62e-2)"	"unprognostic (3.10e-4)"	"unprognostic (6.03e-4)"	"unprognostic (1.93e-1)"	"unprognostic (8.11e-4)"	"unprognostic (2.90e-2)"	"unprognostic (1.33e-1)"	"unprognostic (2.17e-2)"	"unprognostic (2.91e-1)"
POLDIP3	"KIAA1649, PDIP3, PDIP46, SKAR"	ENSG00000100227	"DNA polymerase delta interacting protein 3"	Q9BY77	22	42583721-42614962	"Predicted intracellular proteins"	"mRNA transport, Translation regulation, Transport"	RNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enriched"	"Detected in all"	6	"Late spermatids: 483.7"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Minor Salivary Gland - Minor salivary glandular cells, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA018419, HPA048790"	Approved		Enhanced	"Nuclear speckles,Cytoplasmic bodies"			NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 40: Non-specific - Transcription"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 63: Late spermatids - Spermatogenesis"	26	"Nuclear speckles"	"Cytoplasmic bodies"	"HPA018419: AB_1856928, HPA048790: AB_2680522"	"unprognostic (3.66e-1)"	"unprognostic (9.68e-2)"	"unprognostic (1.43e-1)"	"unprognostic (2.69e-2)"	"unprognostic (4.62e-2)"	"unprognostic (3.17e-3)"	"unprognostic (2.59e-3)"	"unprognostic (7.71e-4)"	"unprognostic (2.46e-1)"	"unprognostic (1.42e-1)"	"unprognostic (3.09e-5)"	"unprognostic (1.41e-4)"	"unprognostic (1.57e-1)"	"unprognostic (6.93e-3)"	"unprognostic (2.93e-2)"	"unprognostic (6.34e-2)"	"unprognostic (4.20e-2)"	"unprognostic (1.04e-1)"	"unprognostic (1.35e-3)"	"unprognostic (2.52e-2)"	"unprognostic (2.02e-1)"	"unprognostic (3.66e-1)"	"unprognostic (4.31e-2)"	"unprognostic (2.70e-1)"	"unprognostic (1.58e-1)"	"unprognostic (1.52e-1)"	"unprognostic (4.39e-2)"	"unprognostic (1.82e-1)"	"unprognostic (9.52e-2)"	"unprognostic (7.69e-2)"	"unprognostic (1.24e-1)"
